latin,dhivehi
Supreme court ah nufoozu foaruvun huttaalai gaanoonuge verikamah rujoouvaan Ibu govaalavvaifi,ސުޕްރީމް ކޯޓަށް ނުފޫޒު ފޯރުވުން ހުއްޓާލައި، ގާނޫނުގެ ވެރިކަމަށް ރުޖޫއަވާން އިބޫ ގޮވާލައްވައިފި
federal system akaa dhimaalah dhaathan: Local government ministry,ފެންނަނީ ޔުނިޓަރީ ސިފަ ގެއްލި، ފެޑެރަލް ސިސްޓަމަކާ ދިމާލަށް ދާތަން: ލޯކަލް ގަވަމެންޓް މިނިސްޓްރީ
LA gai Messi balan ethah celebritie'neh vadhe stadium furaalaifi,އެލްއޭގައި މެސީ ބަލަން އެތައް ސެލްބްރިޓީންނެއް ވަދެ ސްޓޭޑިއަމް ފުރާލައިފި
Hovunas aharakah vure gina dhuvahu Muizzu ah verikan nukureveyne: Imran,ހޮވުނަސް އަހަރަކަށް ވުރެ ގިނަ ދުވަހު މުއިއްޒަށް ވެރިކަން ނުކުރެވޭނެ: އިމްރާން
Hungary gai kiyavan 25 Scholarship ah hulhuvaalaifi,ހަންގޭރީގައި ކިޔަވަން 25 ސްކޮލާޝިޕަށް ހުޅުވާލައިފި
Grade 8 ge kudhin anna aharu olevel hadhan jeheythee kanboduvey: Dr. Aishath Ali,ގްރޭޑް 8ގެ ކުދިން އަންނަ އަހަރު އޯލެވެލް ހަދަން ޖެހޭތީ ކަންބޮޑުވޭ: ޑރ. އައިޝަތު އަލީ
Yameen athun joorimanaa hoadhumuge massala mivaguthu kuriah nugendheveyne: Civil court,ޔާމީން އަތުން ޖޫރިމަނާ ހޯދުމުގެ މައްސަލަ މިވަގުތު ކުރިއަށް ނުގެންދެވޭނެ: ސިވިލް ކޯޓް
huree chuttee gai!,ގަތަރުން ބޮޑު މުސާރައެއް ދޭ ސްމޯލީ އަށް ރާއްޖޭގައި މަސައްކަތެއް ނެތް، ހުރީ ޗުއްޓީގައި!
Rasdhoo gai chutty heydha kuramun ai tourist aku maruvejje,ރަސްދޫގައި ޗުއްޓީ ހޭދަކުރަމުން އައި ޓޫރިސްޓަކު މަރުވެއްޖެ
Kimchi keun vaguthee gothun huttaalan angaifi,ކިމްޗީ ކެއުން ވަގުތީ ގޮތުން ހުއްޓާލަން އަންގައިފި
Palestine ge gathulu aammu huttuvan thedhuvumah Islamee ummathuge verinnah Raajjeyn govaalaifi,ފަލަސްތީނުގެ ގަތުލުއާންމު ހުއްޓުވަން ތެދުވުމަށް އިސްލާމީ އުއްމަތުގެ ލީޑަރުންނަށް ރާއްޖޭން ގޮވާލައިފި
HC ge iss fandiyaaru kamah kurimathilee emme beyfulheh,ހައި ކޯޓުގެ އިސް ފަނޑިޔާރު ކަމަށް ކުރިމަތިލެއްވީ އެންމެ ބޭފުޅެއް
Thagvaa aai thazukiyaa haasil vi thoa kashavaru kurun,ތަގުވާ އާއި ތަޒުކިޔާ ހާސިލުވިތޯ ކަށަވަރު ކުރުން
foohiveema ves fennanee launch,ހަގީގީ މަސްވެރި އާއިލާއެއް، ފޫހިވީމާ ވެސް ފެންނަނީ ލޯންޗު
America inn bunanee China eheege faidhaa Raajje ah negeynee India ge vaadhaverikan ovegen kamah,އެމެރިކާ އިން ބުނަނީ ޗައިނާ އެހީގެ ފައިދާ ރާއްޖެ އަށް ނެގޭނީ އިންޑިއާގެ ވާދަވެރިކަން އޮވެގެން ކަމަށް
Billiard 10 Ball Championship Fayaz aai Dheena ah,ބިލިއާޑް 10 ބޯލް ޗެމްޕިއަންޝިޕް ފަޔާޒާއި ދީނާ އަށް
4 mas therey limit hama vedhaane!,ބަންގްލަދޭޝް ލޭބަރުންނަށް ހުއްދަ ދިން ފަހުން 5400 ޕާމިޓު ދޫކޮށްފި، ހަތަރު މަސްތެރޭ ލިމިޓު ހަމަވެދާނެ!
Moosun goasvegen dhigulaigen dhiya gaumee handball mubaaraaiy nimmaalaifi,މޫސުމުން ގޯސްވުމުން ދިގުލައިގެން ދިޔަ ގައުމީ ހޭންޑްބޯޅަ މުބާރާތް ނިންމާލައިފި
Genbunu meeha ah faruva dhenee ventilator gai,ގެނބުނު މީހާއަށް ފަރުވާދެނީ ވެންޓިލޭޓަރުގައި
000 rufiya ge fee eh naganee,ތިނަދޫގެ ރަށްވެހިކަން ދޫކޮށްލާ ނަމަ 5،000ރ. ގެ ފީއެއް ނަގަނީ
Russia sifainge therey Sri Lanka meehun; 17 meehaku maru vejje,ރަޝިޔާ ސިފައިންގެ ތެރޭގައި ލަންކާ މީހުން؛ 17 މީހަކު މަރުވެއްޖެ
Messi aa ahan naa gulhun ran'galhu vumun Mbappe hasadhaverivi: Neymar,މެސީއާ އަހަންނާ ގުޅުން ރަނގަޅުވުމުން އެމްބާޕޭ ހަސަދަވެރިވި: ނޭމާ
Sifain alun Volley ge raskamah,ސިފައިން އަލުން ވޮލީގެ ރަސްކަމަށް
Sarukaaru ge bill thah hudhumuhuthaaru verikamakaa dhimaalah: MDP,ސަރުކާރުގެ ބިލުތައް ހުރީ ބާރުތައް ޖަމާކޮށް، ހުދުމުހުތާރު ވެރިކަމަކާ ދިމާލަށް: އެމްޑީޕީ
Alhukamugai muraali vaan jehey moosumuge faidhaa nagamaa,އަޅުކަމުގައި އެންމެ މުރާލިވާން ޖެހޭ މޫސުމުގެ ފައިދާ ނަގަމާ
Asia ge athletics in Tholal ge hidhumathah award eh,އޭޝިއާގެ އެތުލެޓިކްސްއިން ތޮލާލްގެ ހިދުމަތަށް އެވޯޑެއް
dhekunuge 4 atholhah,ރައީސް މުއިއްޒު ދެކުނުގެ ހަތަރު އަތޮޅަށް
ekugai ulhen dhaskohdheyn jehey: Mariya,ކާޅާއި ވާލު ނުމަރައި، އެކުގައި އުޅެން ދަސްކޮށްދޭން ޖެހޭ: މާރިޔާ
STO in lonumedhu kilo eh 45 rufiya ah,އެސްޓީއޯއިން ލޮނުމެދު ކިލޯއެއް 45ރ. އަށް
Hamalaa medhukandaalumu ge garaarakah vote naganee,ހަމަލާތައް މެދުކަނޑައިލުމުގެ ގަރާރަކަށް ވޯޓު ނަގަނީ
Human trafficking ah shakkuvaa muaamalaiythah hurumun fiyavalhu thah harukashi koffi,ހިއުމަން ޓްރެފިކިންއަށް ޝައްކުވާ ކަންކަން ހުރުމުން ބަންގްލަދޭޝް މީހުން ގެނައުން ހަރުކަށިކޮށްފި
vazeefaathakun vaki nukuraane,އައްޑޫ މީހުންނަށް މުއިއްޒުގެ ޖަވާބު: މަޝްރޫއުތަކެއް ނުހުއްޓުވާނެ، ވަޒީފާތަކުން ވަކި ނުކުރާނެ
Air Ambulance Lanka ah operate kurumuge huhdha dhe gadi irun libeyne goiy hadhaifi,އެއާ އެމްބިއުލާންސް ލަންކާއަށް އޮޕަރޭޓްކުރުމުގެ ހުއްދަ ދެ ގަޑިއިރުން ލިބޭނެ އިންތިޒާމު ހަމަޖައްސައިފި
Dhaulathuge reserve hatharu percent dhashah,ދައުލަތުގެ ރިޒާވް ހަތަރު ޕަސެންޓު ދަށަށް
Smart meter in current igthisaadhu kureveyne: Muaz,ސްމާޓް މީޓަރަކީ ކަރަންޓު އިގްތިސާދުކުރަން އެހީއަކަށްވާނެ: މުއާޒް
Gaza ge million akah vure gina meehun gedhoru dhookoh dhaan Israel in 24 gadi iru dheefi,ގާޒާގެ މިލިއަނަކަށް ވުރެ ގިނަ މީހުން ގެދޮރު ދޫކޮށް ދާން އިޒްރޭލުން 24 ގަޑިއިރު ދީފި
Nabeekaleyfaanuge hayaaipulhun 10,ނަބީކަލޭގެފާނުގެ ހަޔާތްޕުޅުން 10
bunanee terrorist hamalaa eh kamah,އެމެރިކާގެ ކްލިނިކެއްގެ ބޭރުގައި ބޮމުގެ ހަމަލާއެއް، އެފްބީއައި އިން ބުނަނީ ޓެރަރިސްޓު ހަމަލާއެއް ކަމަށް
Addu FENAKA ge Petty cash nahama gothugai beynun kuri 3 meehakah dhauva kuranee,އައްޑޫ ފެނަކައިގެ ހަ ލައްކަށްވުރެ ގިނަ ރުފިޔާގެ ޕެޓީ ކޭޝް ބޭނުންކުރި ބަޔަކަށް ދައުވާކުރަނީ
maa kurin supporter'un ves foohivejje,60 އަހަރަށްފަހު ވެސްޓްހޭމްގެ ބޮޑު ބަލި، މާ ކުރިން ސަޕޯޓަރުން ވެސް ފޫހިވެއްޖެ
Broadcom ah ayyanu kuran majileehun faaskuree 4 vana ah emme mathin marks libunu Moosa Rilwan,ބްރޯޑްކޮމް އަށް އައްޔަނުކުރަން ފާސްކުރީ ހަތަރު ވަނައަށް އެންމެ މަތިން މާކްސް ލިބުނު މޫސާ ރިލްވާން
Riyaasee bayaanun engunee tharaggeege mashroo thah kuriah gendhan plan eh oikan: Muththalib,ރިޔާސީ ބަޔާނުން އެނގުނީ މަޝްރޫއުތައް ކުރިއަށް ގެންދަން  ޕްލޭނެއް އޮތްކަން: މުއްތަލިބް
Sharuee dhaairaa ah nufoozu foaruvun mi nimunee: Raees,ޝަރުއީ ދާއިރާއަށް ނުފޫޒު ފޯރުވުން މި ނިމުނީ: ރައީސް
Roadhaige kurin Dhonadharaadha hingun hulhuvaalanee,ދޮންއަދަރާދަ ހިނގުން ރޯދައިގެ ކުރިން ހުޅުވާލަނީ
Vagah cigarette ethere kuri massala gai customs ge officeraku suspend kuri,ވަގަށް ސިގިރޭޓް އެތެރެކުރި މައްސަލާގައި ކަސްޓަމްސްގެ އޮފިސަރަކު ސަސްޕެންޑު ކުރި
fiyavalhu alhaane kamuge inzaaru,އެއްވެސް ރަށެއްގައި ކްރިސްމަސް ފާހަގަކުރާނަމަ ފިޔަވަޅު އަޅާނެ ކަމުގެ އިންޒާރު ދީފި
Siyasee verin kudakakoo mahchah thiri kuran Real ge  nufooz eh Perez beynukuraa kamuge thumathu,ސިޔާސީ ވެރިން ކުޑަކަކޫމައްޗަށް ތިރިކުރަން ރެއާލްގެ ނުފޫޒު ޕެރޭޒް ބޭނުންކުރާކަމުގެ ތުހުމަތު
Loabiveriyaa blackmail kuri fulusmeehaa heki naththaali: Police,"""ލޯބިވެރިޔާ ބްލެކްމެއިލް ކުރި ފުލުސްމީހާ ހެކި ނައްތާލި"""
Ombudsperson ge offeehun hushahelhi massalaagai Marz Saleem Police ah haaziru vaan angaifi,އޮމްބަޑްސްޕާސަންގެ އޮފީހުން ހުށަހެޅި މައްސަލާގައި މާޒް ސަލީމް ފުލުސް އޮފީހަށް ހާޒިރުވާން އަންގައިފި
halheylavaathee Jabir ge nan ivvaifi,މިނިސްޓަރު ސައީދާ މެދު ހިތްހަމަނުޖެހި، ހަޅޭއްލަވާތީ ޖާބިރުގެ ނަން އިއްވައިފި
Dharumavantha kaireega Hospital ge aa imaaraatheh alhanee,ދަރުމަވަންތަ ކައިރީގައި ހޮސްޕިޓަލްގެ އާ އިމާރާތެއް އަޅަނީ
Kate ves cancer baleegai ulheykan haama koffi,ކޭޓް ވެސް ކެންސަރު ބަލީގައި އުޅޭކަން ހާމަކޮށްފި
Member Sinan ge gondeege massala SC in hukumaa hama ah,މެމްބަރު ސިނާންގެ ގޮނޑީގެ މައްސަލަ ހުކުމާ ހަމައަށް
Hulhumale  gai moodhah eri ulhunu kujjakah jinsee goanaa kuri massala eh balanee,ހުޅުމާލޭގައި މޫދަށް އެރި އުޅުނު ކުއްޖަކަށް ޖިންސީ ގޯނާ ކުރި މައްސަލައެއް ބަލަނީ
minivan koffi,އަދީބާއި ޒިޔަތުގެ އަދަބު ލުއިކޮށް، މިނިވަންކޮށްފި
Turkiye aai Czechia ge match ah fahu  hamanujehun thakeh,ތުރުކިޔޭ އާއި ޗެކިއާގެ މެޗަށް ފަހު ހަމަނުޖެހުންތަކެއް
Dhe mubaaraathakah Revival furaifi,ދެ މުބާރާތަކަށް ރިވައިވަލް ފުރައިފި
Alia aai Ranbhir ge dharifulhu Raha media ah dhakkaalaifi,އާލިއާ އާއި ރަންބީރުގެ ދަރިފުޅު މީޑިއާއަށް ދައްކާލައިފި
India aai Pakistan sifain kurin thibi hisaabah fahathah jehenee,އިންޑިއާ އާއި ޕާކިސްތާނު ސިފައިން ކުރިން ތިބި ހިސާބަށް ފަހަތަށް ޖެހެނީ
Raj Kundra ge biopic eyna amilla ah kulhefi,ރާޖް ކުންދުރާގެ ބަޔޮޕިކް އޭނާ އަމިއްލަ އަށް ކުޅެފި
Gaza ge hamalaathah huttaalan adhi ebbaheh nuvevey,ހަމަލާތައް ހުއްޓާލަން ހުށަހެޅުމެއް ލިބިއްޖެ، އެކަމަކު އަދި އެއްބަހެއް ނުވެވޭ: ހަމާސް
Digital broadcasting network ah Japan inn ithuru 3.5 million dollar ge hiley ehee,ޑިޖިޓަލް ބްރޯޑްކާސްޓިން ނެޓްވާކަށް ޖަޕާނުން އިތުރު 3.5 މިލިއަން ޑޮލަރުގެ ހިލޭ އެހީ
Vandhoo ge mi aailaage nurakolhu 4 jeelakah vaarutha vejje!,ވަންދޫގެ މި އާއިލާގެ ނުރަކޮޅު ހަތަރު ޖީލަކަށް ވާރުތަވެއްޖެ!
postmortem ah fahu Raajje genesfi,ދިގުރަށުގައި އެއްލާލާފައި އޮއްވައި ފެނުނު ކުއްޖާގެ ހަށިގަނޑު، ޕޯސްޓްމޯޓަމަށްފަހު ރާއްޖެ ގެނެސްފި
Marriot International ge apprentice program fashaifi,މެރިއެޓް އިންޓަނޭޝަނަލްގެ އެޕްރެންޓިސް ޕްރޮގްރާމް ފަށައިފި
Laiba ge kaamiyaabee ah raees maruhbaa vidhaalhuvejje,ލައިބާގެ ކާމިޔާބީއަށް ރައީސް މަރުހަބާ ވިދާޅުވެ ހިތްވަރު ދެއްވައިފި
Galolhu dhandugai hingi maaramaree: hayyaru kuri meehunge adhadhu 10 ah,ގަލޮޅު ދަނޑުގައި ހިންގި މާރާމާރީ: ހައްޔަރުކުރި މީހުންގެ އަދަދު 10 އަށް
Atholhu thereyge ATM thakah 4 masthereygai 1.3  billion rufiyaa jamaakuri,އަތޮޅުތެރޭގެ އޭޓީއެމްތަކަށް ހަތަރުމަސް ތެރޭގައި 1.3 ބިލިއަން ޖަމާކުރި
Gaza ge hamalaathakun Israel ah vanee gellun: Idhikolhu leader,ޣައްޒާގައި ދޭ ހަމަލާތަކުން އިޒްރޭލަށް ލިބެނީ ގެއްލުން: އިދިކޮޅު ލީޑަރު
party badhalu kuriyas kandaaliyas gondi gelley gothah!,ގާނޫނުއަސާސީ ބަދަލުކުރަނީ ޕާޓީ ބަދަލުކުރިޔަސް، ކަނޑާލިޔަސް ގޮނޑި ގެއްލޭ ގޮތަށް!
male fenboduva massala hallu kurumah mashrooeh,މާލޭގައި ފެންބޮޑުވާ މައްސަލަ ހައްލުކުރުމަށް މަޝްރޫއެއް
Dharimaivumuge faruva aa gulhey thamreenu scholarship thakeh dhivehi doctorun ah dhenee,ދަރިމައިވުމުގެ ފަރުވާއާ ގުޅޭ ތަމްރީނު ސްކޮލާޝިޕްތަކެއް ދިވެހި ޑޮކްޓަރުންނަށް ދެނީ
Dhiraagu in Addu gai beyvvi Game Quest kaamiyaabu kamaa eku nimmaalaifi,"ދިރާގުން އައްޑޫގައި ބޭއްވި ""ގޭމް ކުއެސްޓް"" ކާމިޔާބުކަމާ އެކު ނިންމާލައިފި"
Bidheyseennah ihumaaluvumun joorimanaa kurevey bill thasdheegu kuravvaifi,ބިދޭސީ މަސައްކަތްތެރިންނަށް އިހުމާލުވުމުން ޖޫރިމަނާ ކުރެވޭ ބިލު ތަސްދީގު ކުރައްވައިފި
Maalee fudhun therikamah balai Aasandha dhinumah dhiraasaa kuran ACC in lafaa dheefi,މާލީ ފުދުންތެރިކަމަށް ބަލައި އާސަންދަ ދިނުމަށް ދިރާސާކުރަން އޭސީސީން ލަފާދީފި
Fahu vaguthu fulufulun Israel ah hamalaadhee bayaku maraalaifi,"""ފަހު ވަގުތު"" ފުލުފުލުން އިޒްރޭލަށް ހަމަލާދީ ބަޔަކު މަރާލައިފި"
Hindi inge dheenee evvumeggai fithigen 100 ah vure gina maru,ހިންދޫންގެ ދީނީ އެއްވުމެއްގައި ފިތިގެން 100 އަށްވުރެ ގިނަ މަރު
Haradhu kuda kuran strategy eh ekulavaalavvan Raees ninmavaifi,ހަރަދު ކުޑަކުރަން ސްޓްރެޓެޖީއެއް އެކުލަވާލަން ރައީސް ނިންމަވައިފި
Dhivehi hurihaa hajjuverin Raajje athuvejje,ދިވެހި ހުރިހާ ހައްޖުވެރިން ރާއްޖެ އަތުވެއްޖެ
އެކަމަކު ގޯސްތައް ހިނގާތީ މަޖުބޫރުވީ: ގާސިމް,"މިފަހަރު ވާދަ ނުކުރަން ވިސްނިން, އެކަމަކު ގޯސްތައް ހިނގާތީ މަޖުބޫރުވީ: ގާސިމް"
Bangladesh ge idhikolhu leader Alamgir hayyaru koffi,ބަންގްލާދޭޝްގެ އިދިކޮޅު ލީޑަރު އަލަމްގީރް ހައްޔަރުކޮށްފި
Michael Caine film kulhun huttaalaifi,މައިކަލް ކެއިން ފިލްމު ކުޅުން ހުއްޓާލައިފި
PSM ge hiyaanaathuge massala balan fuluhun ACC ah fonuvaifi,ޕީއެސްއެމްގެ ހިޔާނާތުގެ މައްސަލަ ބަލަން ފުލުހުން އޭސީސީ އަށް ފޮނުވައިފި
PG Shameem vaki kuran majileehah hushahalhaifi,ޕީޖީ ޝަމީމް މަގާމުން ވަކިކުރަން މަޖިލީހަށް ހުށަހަޅައިފި
Gasimge maruhaba Raees ah: miee veri aku kuri ennme kaamiyaabu furamaana dhathurufulhu,"ގާސިމްގެ މަރުހަބާ ރައީސަށް؛ ""މިއީ ވެރިއަކު ކުރި އެންމެ ކާމިޔާބު ފުރަމާނަ ދަތުރުފުޅު"""
5.6 million rufiyaa dhakkah Maldivian aai MDP settlement akah,އެމްޑީޕީން މޯލްޑިވިއަންއަށް ދޭންޖެހޭ 5.6 މިލިއަން ދައްކަން ކޯޓުން ބޭރުގައި އެއްބަސްވުމަކަށް
Roadha ah Male sarahahdhuge miskiythah maraamaathu kuran fashaifi,ރޯދައަށް މާލެ ސަރަހައްދުގެ މިސްކިތްތައް މަރާމާތުކުރަން ފަށައިފި
Anant ge kaiveneege perform kuran Justin Bieber India gai,އާނަންތުގެ ކައިވެނީގައި ޕާފޯމްކުރަން ޖަސްޓިން ބީބާ އިންޑިއާގައި
Alhan aai eyna ge 2 kokko akah dhauvaa kohdhey edhijje,އަލްހާން އާއި އޭނާގެ ދެ ކޮއްކޮއަކަށް ދައުވާކޮށްދޭން އެދިއްޖެ
UPDATE: 100 foshi: Raees aai Muizz vaadha kuravvanee varah gaathun,100 ފޮށި: ރައީސާއި މުއިއްޒު ވާދަކުރައްވަނީ ވަރަށް ގާތުން
Dhiraagu Maldives Gaming Conquest mi mahu 31 gai bavvanee,ދިރާގު މޯލްޑިވްސް ގޭމިން ކޮންކުއެސްޓް މި މަހު 31 ގައި
Villa College ge 2 vana psychology symposium kuriah dhanee,ވިލާ ކޮލެޖުގެ ދެ ވަނަ ސައިކޮލޮޖީ ސިމްޕޯޒިއަމް ކުރިއަށް ދަނީ
Error: Request failed with status code 504 **********,"ID: 126059, Error: Request failed with status code 504 **********"
Insaanee haggu thakuge dhuvahu Raajjeyn govaalee Palestine ah insaafu hoadhai dheyn,އިންސާނީ ހައްގުތަކުގެ ދުވަހު ރާއްޖެ އިން ގޮވާލީ ފަލަސްތީނަށް އިންސާފު ހޯދައި ދޭން
Makaraai heelathaa gulhey massala ehgai meehaku hoadhanee,މަކަރާއި ހީލަތާ ގުޅޭ މައްސަލައެއްގައި މީހަކު ހޯދަނީ
Vaguthun dollar maarukurevey gothah MIB internet banking upgrade koffi,ވަގުތުން ޑޮލަރު މާރުކުރެވޭ ގޮތަށް އެމްއައިބީގެ އިންޓަނެޓް ބޭންކިން އަޕްގްރޭޑު ކޮށްފި
Binveriyaa/Gedhoruveriya scheme ge thahugeegah mauloomaathu hoadhan fuluhunge haassa portal eh,ބިންވެރިޔާ/ގެދޮރުވެރިޔާ ސްކީމްގެ ތަހުގީގަށް މައުލޫމާތު ހޯދަން ފުލުހުންގެ ހާއްސަ ޕޯޓަލްއެއް
alifaanu ge asareh nukurey: Ministry,ފްލެޓް ލިސްޓް އޮތީ ޑިޖިޓަލްކޮށް، އަލިފާނުގެ އަސަރެއް ނުކުރޭ: މިނިސްޓްރީ
Raees GA. aai GDH ah furaavadaigenfi,ރައީސް ގއ. އާއި ގދ. އަށް ފުރާވަޑައިގެންފި
Brazil in anehkaa ves Ancelotti geneveythow balanee,ބްރެޒިލުން އަނެއްކާ ވެސް އަންޗެލޮޓީ ގެނެވޭތޯ ބަލަނީ
Umair ge hetrick aa eku Lorenzo ah bodu bayyeh,އުމެއިރުގެ ހެޓްރިކާ އެކު ލޮރެންޒޯ އަށް ބޮޑު ބައްޔެއް
court ah dhaanan,މިނާވަރު އަތުލަން ނިންމީ ގާނޫނާ ހިލާފަށް، ކޯޓަށް ދަނީ
Israel jaasoosee idhaaraa Mossad ge marukaz ah hamlaa dheefin: Iran,އިޒްރޭލްގެ ޖާސޫސީ އިދާރާ މޮސާދްގެ މަރުކަޒަށް ހަމަލާ ދީފިން: އިރާން
Barca ah dhakkaaly Atletico ge thafaathu kan: Simione,ބާސާއަށް ދައްކައިދިނީ އެތުލެޓިކޯގެ ތަފާތުކަން: ސިމިއޯނީ
Fiyaa export kurun India inn vaguthee gothun manaa koffi,ފިޔާ އެކްސްޕޯޓުކުރުން އިންޑިއާ އިން ވަގުތީ ގޮތުން މަނާކޮށްފި
Real bali ve Barcelona ah 4 point ge lead eh,ރެއާލް ބަލިވެ ބާސެލޯނާ އަށް ހަތަރު ޕޮއިންޓުގެ ލީޑެއް
